cds	logFC	adj.P.Val	focus_term
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12309_c1_g10_i2:388-867(+)	3.54734755472537	0.0429330760780479	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12375_c1_g1_i1:459-3251(-)	3.08273854529737	0.0145600391526392	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125023_c0_g1_i1:368-1072(-)	-3.74142410143786	0.00303515975103385	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125370_c0_g1_i1:465-1295(-)	3.78050346516755	0.00390028291007375	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125676_c0_g1_i1:3-308(+)	-2.14953720370592	0.00869817334651944	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR126243_c0_g1_i1:2-310(+)	3.48891259844653	0.03867911743459	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR128294_c0_g1_i1:157-534(-)	-3.72083905453178	0.0268214879366359	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12881_c0_g2_i2:496-807(-)	-4.88274908027905	0.0414316668009068	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12942_c1_g9_i8:2-421(+)	-2.22684038758936	0.0211398742695214	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR132530_c0_g1_i1:210-1289(-)	3.76141770920463	0.0283948948801413	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR133872_c0_g1_i1:593-916(+)	2.60628700910797	0.0365929719717549	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR136793_c0_g1_i1:2-964(+)	3.75697178881375	0.0233459203290592	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR137062_c1_g1_i1:124-1611(+)	2.11413623375049	0.00289425386641718	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR140069_c0_g1_i1:1975-3513(-)	6.07009657576259	0.0384418863341675	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR141854_c1_g1_i1:2-364(+)	2.16535007298707	0.0247960406677785	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR141978_c0_g1_i1:481-1182(-)	3.9931256147024	0.0203489883506178	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR142759_c0_g1_i1:865-1191(-)	-2.05824859273319	0.038199627606126	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR142759_c0_g1_i1:368-1057(-)	-2.86537206303532	0.0058122053459478	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144606_c0_g1_i1:412-789(-)	-3.77201193270906	0.00172114549105141	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144882_c1_g1_i1:484-912(+)	-2.26127653835971	0.00289425386641718	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144910_c0_g1_i1:220-1251(-)	3.84311417784428	0.00753728716134167	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145427_c9_g1_i4:1-306(+)	2.28045787923103	0.00908277233414668	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145602_c0_g1_i1:393-1004(-)	-2.55760183458454	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145625_c0_g1_i1:882-1598(-)	3.81399936637091	0.0385227491007052	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145625_c0_g1_i1:260-835(-)	2.43151720286382	0.0385227491007052	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145645_c0_g1_i2:130-1155(+)	-7.1573665816065	0.0110038022646327	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145713_c2_g8_i1:240-983(+)	-2.08000806982256	0.0124806342061986	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146119_c0_g1_i2:1-327(+)	-2.25838092996755	0.0214021318816393	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146244_c2_g1_i1:2-481(+)	-3.65589542216067	0.0359357481537968	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146246_c0_g1_i1:3-455(+)	-2.51112192642694	0.04045801405942	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c0_g1_i1:1-510(+)	-2.37324693531594	0.00910693987383927	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c1_g1_i2:215-823(-)	-2.26446175911615	0.024401721990233	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146675_c9_g1_i2:200-544(-)	-3.37466279770535	0.00510845600498837	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146793_c0_g1_i1:335-2047(-)	-3.27207209067	0.00701379143945184	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147377_c0_g1_i6:81-1463(+)	6.99451309220575	0.021031187188707	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147576_c0_g1_i1:230-790(-)	-3.86758631522048	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147584_c0_g3_i1:156-542(+)	-4.69606344510606	0.04369553567979	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147591_c0_g1_i1:339-1268(+)	-3.40653603408117	0.0159616276872369	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148143_c0_g1_i1:306-1019(-)	-3.10078689177054	0.00482939366704551	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148225_c0_g2_i1:311-1549(-)	-2.64327405421013	0.0373218997149454	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g1_i1:1-369(+)	4.02791836622972	0.00948245153719172	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g2_i1:1-519(+)	4.13657425805524	0.007624821306655	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g3_i1:1-369(+)	3.65532048284273	0.0321140410712223	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148433_c0_g6_i1:1-771(+)	4.60671276312525	0.00990123576517078	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148505_c0_g1_i1:224-2116(-)	2.47833239380655	0.00792926292569132	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148950_c0_g1_i1:963-2156(-)	3.23872196030614	0.0483490892321734	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149017_c0_g2_i4:3-332(-)	5.31072825651517	0.0407773046327735	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149182_c0_g1_i2:324-965(-)	-2.27727993603902	0.00172114549105141	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g12_i1:3-317(+)	-2.28556209907094	0.0122032940082366	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g13_i1:1-309(+)	-2.35092084477557	0.00669323053022256	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g4_i2:2-367(+)	-2.70658169749978	0.0278571174526594	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150496_c0_g1_i1:1-504(+)	-2.41125682561238	0.0471540601478538	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150598_c1_g1_i1:298-1356(+)	-2.08331629464126	0.0203489883506178	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150642_c0_g1_i1:610-1329(+)	2.20206434115851	0.00910693987383927	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g1_i1:2-361(-)	-3.81509359689684	0.0204535779254111	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g2_i1:3-344(-)	-3.71813815185736	0.0465888275845108	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g2_i2:2-421(-)	-3.65024982917647	0.0298498367901059	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150915_c0_g3_i1:2-424(-)	-3.48795219991579	0.0234203809701249	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151105_c1_g1_i1:84-956(-)	3.26274581639545	0.00289425386641718	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151105_c1_g2_i1:84-956(-)	2.59642307177005	0.00303515975103385	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151111_c0_g1_i3:3-383(+)	-2.92796132450813	0.0266241227654056	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151264_c0_g1_i1:221-655(+)	-3.36206766951348	0.00466326270880949	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151745_c0_g1_i1:120-1148(-)	-3.82193835394467	0.045893177198113	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151778_c1_g3_i3:46-363(-)	-7.96419452716019	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994182	0.0233459203290592	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152552_c0_g1_i2:553-1842(-)	4.9596315071468	0.0488672798566687	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152666_c0_g1_i1:536-1186(+)	-2.16142775124176	0.00373173772422557	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152666_c0_g1_i1:2-301(+)	-2.12147966194976	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152832_c0_g1_i1:577-1665(-)	2.40058822291542	0.00910693987383927	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153483_c0_g3_i2:3-1085(+)	3.6139777178034	0.0158684150042229	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153595_c1_g1_i1:207-770(-)	-3.43227067467844	0.0365929719717549	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g3_i1:3-338(+)	-3.43975979753593	0.0256560924061047	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154458_c0_g2_i1:3-1250(+)	-5.23573454500409	0.0458071425107589	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154465_c3_g5_i2:232-666(-)	-2.75978273545835	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154732_c0_g1_i1:198-1226(+)	-2.30694744224817	0.0211869515447202	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154732_c0_g2_i1:2-319(+)	-2.42082958894771	0.0104237524929297	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154771_c0_g5_i1:174-1001(-)	-3.84920126053376	0.0291901007222029	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154817_c0_g1_i1:243-1922(+)	-3.33520570470871	0.0384926392340646	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154853_c0_g1_i1:571-1089(-)	-2.99217660682976	0.0328479435189699	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155120_c0_g1_i4:1-1068(-)	5.63396342288986	0.0489198168136117	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155489_c4_g1_i1:2-310(+)	-2.72892669253179	0.0162913204871747	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155550_c1_g1_i1:1-516(+)	-2.8734342700435	0.0460191492511377	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155860_c0_g1_i1:193-1161(+)	-3.16681649798436	0.0166213732514657	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155961_c0_g1_i1:3-479(-)	2.81535504930471	0.00582998511796373	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156725_c0_g1_i1:479-1438(+)	2.64344521941603	0.0122719591402631	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156731_c0_g1_i1:313-759(-)	6.1193200589225	0.0298368166746431	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156768_c1_g1_i2:256-1839(+)	2.87488017694576	0.00605411909838151	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156857_c0_g1_i2:2-703(-)	-7.41073921999298	0.0162441486847824	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156901_c0_g1_i1:80-508(+)	-5.68989012624272	0.0295070573699579	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156916_c1_g1_i3:403-1200(-)	6.77210458018054	0.00289425386641718	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15706_c1_g2_i3:1244-1633(+)	-2.92317144028864	0.0415375454111045	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15710_c0_g1_i1:351-2480(+)	2.61508000661874	0.00741558654909174	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157534_c0_g1_i1:451-1194(-)	-2.54680835497768	0.00701379143945184	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157767_c0_g1_i1:189-1283(+)	-6.93901190318203	0.0219353641787797	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157799_c0_g1_i1:361-975(-)	-3.95355151780037	0.00753728716134167	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157820_c0_g2_i3:2-928(+)	4.42847557134985	0.0348399124329662	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157831_c0_g1_i1:504-2522(-)	-2.1630009744634	0.0359389764511309	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158221_c0_g1_i1:3-398(+)	-2.67227372290997	0.0234203809701249	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158874_c0_g1_i4:248-1699(+)	2.44607678565297	0.0385227491007052	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR16024_c6_g8_i4:1-348(+)	-7.56812765921365	0.00504893416656136	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR16034_c0_g2_i3:52-654(-)	-8.50527523167604	0.00974520378935436	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160436_c0_g1_i1:429-977(-)	-2.50021499511565	0.0370776544490786	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160451_c0_g1_i2:416-3601(-)	-6.98589213574138	0.0357177071018299	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160558_c0_g1_i2:1-882(-)	2.33595825702867	0.0189833390562621	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161108_c0_g1_i1:193-1299(+)	2.90973815018628	0.00289425386641718	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161261_c5_g1_i1:69-623(-)	-2.68570546406716	0.0407773046327735	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161264_c2_g1_i7:321-1853(-)	-2.86937037078742	0.0174030543992882	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161883_c0_g2_i1:308-739(+)	3.81201104262686	0.0259413540642097	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162341_c1_g1_i1:921-2063(-)	3.55847613524263	0.0354661537038971	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162580_c0_g1_i1:93-554(+)	-6.17352434768933	0.00847963214199059	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162924_c0_g2_i1:3-572(+)	-2.2987967204429	0.00912565367356597	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163025_c0_g1_i1:366-1931(-)	2.90335349737391	0.0278460472739832	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163087_c0_g1_i1:284-1582(+)	-3.36425734020464	0.0305858767321204	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163448_c0_g3_i1:221-586(+)	-5.84882427386991	0.0463613497378929	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163500_c0_g1_i1:191-904(+)	-2.14199244617813	0.0305858767321204	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163624_c0_g1_i1:1292-1621(+)	-2.56637503983413	0.0292057083084098	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163799_c0_g1_i1:530-1051(-)	-2.16227332596429	0.0163477145062221	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163920_c0_g1_i1:136-678(+)	-3.34256248951263	0.031377953786949	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164036_c0_g4_i1:1-348(-)	8.39583489397672	0.0230249746870277	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164836_c0_g1_i1:288-923(-)	-4.64391826161657	0.0228201075697216	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165451_c0_g1_i2:2-1411(+)	-3.00553719702694	0.0376817421492474	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165488_c0_g3_i1:1-330(+)	2.91183086236493	0.0136818588838828	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165672_c0_g1_i1:250-900(+)	4.24309393726732	0.0372019598226715	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165888_c0_g2_i1:3-380(+)	-2.23245119132108	0.0370439724394618	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165888_c1_g3_i1:3-326(+)	-4.11322750923734	0.0416191863668058	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166358_c0_g1_i1:261-1280(-)	-4.55977782451391	0.00582753726170904	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166601_c0_g1_i1:114-650(+)	5.82583507148707	0.0292057083084098	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167080_c1_g1_i1:141-665(+)	2.06993350714679	0.00214609762478301	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167144_c0_g1_i1:216-824(+)	-2.10137887938581	0.0131718180812169	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167254_c0_g1_i1:105-1055(+)	-3.65840486411136	0.0397648165469227	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167511_c0_g1_i1:300-1895(-)	-3.04542448509416	0.0266241227654056	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168436_c1_g1_i2:3-302(+)	-3.34183685361426	0.0288200124802925	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168614_c2_g1_i1:2-565(+)	-2.91377870272621	0.007624821306655	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169107_c0_g1_i1:253-864(-)	-2.27303326086829	0.00910693987383927	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169883_c0_g1_i1:2010-2774(-)	2.91663533087763	0.0488672798566687	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169903_c0_g1_i1:395-850(-)	2.83012055415174	0.0252549463585069	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170087_c3_g1_i1:132-503(-)	-4.99745131662396	0.0243363400366853	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170534_c0_g2_i1:473-1930(+)	4.82399303520007	0.0365929719717549	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170605_c0_g2_i1:132-767(+)	-2.07242869129469	0.0384837855454394	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170661_c0_g1_i1:3-554(-)	-2.35925319981993	0.0499785473841165	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i1:414-1868(+)	2.87143671596985	0.0376331937821253	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170974_c1_g1_i2:354-1856(+)	3.47977105841317	0.00867289669655662	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170988_c0_g1_i2:127-480(+)	-2.91707007904235	0.00389448256137594	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171073_c0_g1_i1:166-672(+)	-2.07569691890022	0.0483116384487694	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171311_c1_g1_i1:438-1589(+)	2.01551646265855	0.00669323053022256	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g9_i1:3-428(-)	-2.94809192634565	0.0155452682270371	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171380_c1_g5_i2:262-1194(-)	-2.79238848464911	0.0207999931580922	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171380_c1_g5_i3:251-568(-)	-3.02139940360861	0.0170192847515019	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171618_c1_g1_i4:1-522(-)	-4.66113378690002	0.0374940524576702	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171816_c0_g1_i1:413-949(-)	-2.32927228228331	0.0350459076800541	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173033_c0_g9_i1:2-367(+)	2.023387262595	0.0266241227654056	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173184_c0_g4_i1:111-467(-)	-2.26581125538701	0.044154310574104	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173937_c0_g1_i1:3-968(-)	-5.16447958048893	0.0292618507583537	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173937_c0_g2_i1:3-467(-)	-3.31035111550876	0.0370776544490786	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173988_c0_g1_i1:220-909(+)	-2.48359633209225	0.0350844343475519	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173993_c2_g1_i1:3-323(-)	5.22650253899568	0.0246730043484052	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174282_c0_g1_i1:829-1233(-)	2.88796211528049	0.0247039003218095	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174316_c0_g1_i1:273-788(+)	-2.33286237071937	0.00680282385207516	S_cType
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174316_c0_g1_i2:273-734(+)	-6.00459831882059	0.042360725179408	S_cType
